id,carat,cut,color,clarity,depth,table,x,y,z,price
24803,0.71,Premium,D,SI1,59.7,59.0,5.82,5.8,3.47,795.96
24804,0.73,Ideal,G,VVS2,61.9,56.0,5.81,5.75,3.58,804.78
24805,0.31,Ideal,D,VS2,61.5,56.0,4.37,4.41,2.7,659.85
24806,0.4,Premium,G,VS2,60.4,58.0,4.78,4.75,2.88,687.32
24807,0.34,Ideal,F,SI1,59.4,57.0,4.58,4.54,2.71,644.57
24808,1.01,Premium,F,VS2,61.3,61.0,6.38,6.34,3.9,874.37
24809,0.41,Very Good,E,SI1,63.1,57.0,4.78,4.73,3.0,680.68
24810,0.33,Ideal,D,VS2,60.9,55.0,4.5,4.47,2.73,690.98
24811,0.91,Ideal,G,SI2,62.2,57.0,6.18,6.24,3.86,813.89
24812,0.33,Ideal,D,SI1,62.5,54.0,4.43,4.44,2.77,641.02
24813,1.53,Ideal,F,SI1,60.3,57.0,7.52,7.45,4.51,937.75
24814,0.8,Fair,E,I1,65.5,54.0,5.84,5.68,3.78,711.64
24815,0.82,Ideal,D,VS2,60.8,57.0,6.02,6.05,3.67,843.99
24816,1.71,Very Good,H,VS2,58.8,60.0,7.8,7.85,4.6,943.29
24817,0.5,Ideal,H,SI1,62.1,58.0,5.04,5.07,3.14,703.88
24818,0.44,Ideal,G,VVS1,61.3,55.0,4.92,4.94,3.02,704.14
24819,0.72,Ideal,I,VS1,60.4,56.0,5.8,5.86,3.52,800.8
24820,0.27,Very Good,E,VS2,63.1,57.0,4.07,4.11,2.58,615.27
24821,1.03,Premium,D,VS2,62.9,59.0,6.43,6.38,4.03,895.13
24822,1.57,Premium,H,VS2,62.2,58.0,7.45,7.4,4.62,934.27
24823,0.91,Premium,G,SI1,62.6,58.0,6.14,6.17,3.85,830.52
24824,0.31,Very Good,G,VVS2,63.3,57.0,4.31,4.28,2.72,681.01
24825,0.59,Very Good,F,SI1,63.1,57.0,5.39,5.36,3.39,766.11
24826,0.34,Ideal,J,VS1,62.0,54.0,4.52,4.55,2.81,613.99
24827,0.3,Very Good,I,SI1,63.3,59.0,4.3,4.23,2.7,622.65
24828,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,817.86
24829,0.73,Ideal,G,VS1,60.7,57.0,5.85,5.81,3.54,813.48
24830,1.13,Ideal,G,VS2,61.9,56.0,6.68,6.71,4.14,887.44
24831,0.33,Ideal,F,VS2,61.4,57.0,4.48,4.45,2.74,674.99
24832,0.51,Ideal,F,VVS2,61.9,56.0,5.13,5.15,3.18,759.99
24833,1.52,Ideal,E,SI1,62.8,55.0,7.3,7.35,4.6,942.79
24834,1.0,Ideal,G,SI1,63.0,55.0,6.42,6.41,4.04,853.62
24835,1.52,Very Good,D,SI2,61.2,63.0,7.31,7.39,4.5,909.02
24836,0.3,Ideal,E,VVS2,61.9,57.0,4.32,4.28,2.66,692.07
24837,0.4,Very Good,D,SI1,63.8,54.0,4.68,4.75,3.01,654.25
24838,0.85,Ideal,J,SI1,62.3,55.0,6.1,6.06,3.79,776.9
24839,0.26,Ideal,I,VS2,62.0,56.0,4.13,4.09,2.55,595.32
24840,0.73,Premium,D,VS2,59.8,58.0,5.85,5.89,3.51,810.41
24841,1.08,Ideal,G,VS2,62.5,57.0,6.56,6.6,4.11,878.89
24842,0.39,Premium,J,VVS1,62.8,58.0,4.66,4.61,2.91,682.55
24843,0.9,Premium,H,VVS2,62.4,58.0,6.15,6.12,3.83,844.61
24844,1.1,Premium,D,SI1,60.4,59.0,6.66,6.69,4.03,854.99
24845,0.7,Very Good,J,VS2,62.0,59.0,5.61,5.65,3.49,755.33
24846,2.01,Good,I,VS2,62.4,62.0,7.91,7.99,4.96,969.92
24847,1.05,Ideal,F,VVS2,62.1,54.0,6.52,6.55,4.06,911.52
24848,0.35,Ideal,D,SI1,62.3,55.0,4.56,4.52,2.83,671.78
24849,0.26,Very Good,H,VVS1,62.5,58.0,4.08,4.11,2.56,614.85
24850,1.51,Good,I,SI1,63.8,57.0,7.21,7.18,4.59,870.72
24851,2.1,Premium,F,SI2,62.1,59.0,8.16,8.18,5.07,970.24
24852,0.5,Very Good,E,SI1,63.0,61.0,5.03,5.07,3.18,715.38
24853,1.01,Fair,I,SI2,66.1,58.0,6.21,6.04,4.05,802.42
24854,0.53,Ideal,F,VS1,62.3,55.0,5.22,5.18,3.24,755.38
24855,0.36,Premium,G,VS1,61.7,59.0,4.59,4.55,2.82,683.73
24856,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,802.13
24857,1.5,Ideal,G,SI1,62.0,56.0,7.33,7.29,4.53,932.19
24858,1.01,Very Good,J,VS2,60.6,59.0,6.42,6.45,3.9,837.49
24859,0.71,Good,I,VS1,63.6,56.0,5.7,5.65,3.61,775.23
24860,0.33,Premium,G,VS1,61.9,59.0,4.45,4.43,2.75,674.99
24861,0.31,Ideal,G,VVS1,62.5,54.0,4.34,4.37,2.72,667.08
24862,0.3,Ideal,H,VS1,62.5,56.0,4.24,4.27,2.66,626.53
24863,2.01,Ideal,F,SI2,61.6,55.0,8.08,8.02,4.97,980.82
24864,0.73,Premium,I,VS2,59.7,59.0,5.81,5.94,3.51,771.69
24865,0.54,Premium,G,VS2,60.0,59.0,5.42,5.22,3.19,740.06
24866,0.31,Premium,F,VS2,62.9,59.0,4.32,4.27,2.7,668.71
24867,0.34,Ideal,E,SI1,60.7,56.0,4.51,4.55,2.75,639.02
24868,0.78,Ideal,D,VS1,62.2,57.0,5.86,5.9,3.66,837.79
24869,0.72,Ideal,G,VS1,60.4,57.0,5.81,5.84,3.52,815.42
24870,0.43,Ideal,I,VVS1,63.0,56.0,4.86,4.83,3.05,687.52
24871,1.13,Ideal,E,SI1,62.2,55.0,6.69,6.66,4.15,880.72
24872,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,879.66
24873,0.71,Ideal,G,SI1,62.1,54.0,5.72,5.77,3.57,782.92
24874,0.31,Ideal,H,VVS1,62.3,54.0,4.37,4.4,2.73,653.23
24875,0.32,Premium,G,VVS2,61.2,59.0,4.44,4.39,2.7,684.16
24876,0.7,Very Good,H,VS2,63.0,55.4,5.67,5.7,3.58,782.92
24877,2.4,Premium,J,SI1,59.7,58.0,8.75,8.71,5.21,967.53
24878,1.01,Premium,G,VS2,62.4,58.0,6.38,6.41,3.99,869.93
24879,1.51,Good,G,VS2,63.3,60.0,7.2,7.28,4.58,945.38
24880,1.06,Ideal,G,SI2,62.3,55.0,6.54,6.49,4.06,827.79
24881,0.57,Very Good,E,VS2,63.0,59.0,5.25,5.29,3.32,741.1
24882,1.14,Ideal,F,VVS1,61.6,57.0,6.71,6.76,4.15,913.34
24883,0.3,Ideal,I,SI2,61.0,59.0,4.3,4.33,2.63,600.39
24884,0.32,Premium,G,VS1,59.2,59.0,4.45,4.47,2.64,646.93
24885,0.37,Premium,G,VS2,61.2,60.0,4.63,4.58,2.82,672.5
24886,0.51,Good,G,SI1,63.1,64.0,5.08,5.03,3.19,700.94
24887,0.3,Very Good,F,VVS2,62.5,56.0,4.26,4.29,2.67,659.3
24888,0.7,Very Good,D,SI1,58.3,62.0,5.78,5.84,3.39,784.89
24889,0.35,Ideal,F,VVS1,60.6,56.0,4.58,4.59,2.78,690.17
24890,0.4,Premium,D,SI1,61.3,60.0,4.71,4.75,2.9,664.9
24891,1.35,Premium,H,VS1,62.3,58.0,7.1,7.05,4.41,905.29
24892,0.23,Very Good,E,VVS2,62.7,55.0,3.9,3.95,2.46,622.46
24893,1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09,844.72
24894,1.01,Very Good,F,VS2,61.6,57.0,6.39,6.46,3.96,882.07
24895,2.15,Premium,H,I1,62.9,57.0,8.25,8.2,5.18,875.73
24896,0.25,Premium,E,VVS2,61.5,59.0,4.02,4.04,2.48,635.61
24897,1.01,Ideal,G,IF,61.5,58.0,6.44,6.47,3.97,909.03
24898,0.31,Premium,D,SI1,61.2,60.0,4.41,4.35,2.68,659.58
24899,0.9,Very Good,E,SI1,61.6,57.0,6.19,6.25,3.83,840.36
24900,1.07,Very Good,H,SI1,60.4,58.0,6.67,6.73,4.05,858.8
24901,0.59,Good,G,VS1,60.4,61.2,5.38,5.43,3.26,755.49
24902,0.3,Ideal,F,VS2,61.4,57.0,4.34,4.36,2.67,640.52
24903,1.51,Ideal,G,SI1,61.6,56.0,7.34,7.25,4.5,902.2
24904,0.31,Premium,D,SI2,62.1,59.0,4.35,4.31,2.69,638.52
24905,0.6,Very Good,F,SI1,62.4,56.0,5.37,5.4,3.36,734.86
24906,1.51,Premium,F,VS2,62.2,60.0,7.25,7.34,4.54,950.85
24907,0.31,Ideal,H,VVS2,62.4,56.0,4.34,4.38,2.72,643.78
24908,1.01,Ideal,G,VS1,62.4,56.0,6.39,6.44,4.0,880.57
24909,1.36,Good,E,SI2,58.0,64.0,7.26,7.19,4.19,876.36
24910,0.43,Ideal,I,VS1,62.2,53.0,4.86,4.91,3.04,667.08
24911,0.56,Ideal,D,IF,61.9,57.0,5.28,5.31,3.28,836.47
24912,0.96,Fair,E,SI2,53.1,63.0,6.73,6.65,3.55,794.27
24913,1.01,Good,D,SI2,64.6,59.0,6.23,6.3,4.05,840.47
24914,2.03,Fair,H,I1,66.6,57.0,7.81,7.75,5.19,869.98
24915,1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,884.45
24916,0.3,Premium,G,VVS2,61.2,59.0,4.35,4.31,2.65,677.76
24917,0.39,Premium,G,VVS1,59.9,59.0,4.75,4.73,2.84,706.48
24918,1.3,Premium,J,SI1,61.8,59.0,6.99,6.95,4.31,860.12
24919,0.4,Ideal,E,VVS1,62.4,57.0,4.72,4.67,2.93,724.21
24920,1.2,Premium,H,SI1,62.2,59.0,6.79,6.71,4.2,866.94
24921,1.02,Very Good,G,SI2,63.1,60.0,6.41,6.34,4.02,838.25
24922,0.57,Ideal,E,VS2,61.0,54.0,5.39,5.43,3.3,769.71
24923,0.31,Good,F,VS2,63.4,56.0,4.31,4.34,2.74,643.78
24924,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,699.85
24925,1.01,Premium,I,SI2,62.1,59.0,6.42,6.39,3.98,828.68
24926,0.5,Fair,D,VS2,63.7,57.0,5.05,4.9,3.17,726.61
24927,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,822.39
24928,0.23,Ideal,F,VVS1,62.4,55.0,3.94,3.95,2.46,622.46
24929,1.55,Ideal,F,SI2,61.9,55.0,7.44,7.4,4.6,929.99
24930,0.7,Premium,H,SI2,62.1,62.0,5.67,5.63,3.51,760.04
24931,0.41,Ideal,E,SI1,62.6,57.0,4.73,4.72,2.96,687.63
24932,0.9,Very Good,E,SI1,59.8,58.0,6.21,6.26,3.73,833.45
24933,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,806.31
24934,0.41,Ideal,J,VS1,62.7,56.0,4.73,4.77,2.98,655.54
24935,0.44,Ideal,D,VS2,60.4,56.0,4.95,4.91,2.98,705.19
24936,0.8,Very Good,E,VS2,61.6,57.0,5.95,5.97,3.67,835.77
24937,0.37,Ideal,D,VS2,61.0,56.0,4.7,4.65,2.85,702.46
24938,1.15,Premium,I,SI2,62.6,57.0,6.73,6.69,4.2,837.72
24939,0.7,Very Good,E,SI2,61.5,59.0,5.7,5.74,3.52,780.95
24940,0.3,Premium,E,VS2,62.0,58.0,4.29,4.26,2.65,673.82
24941,1.01,Very Good,E,VVS1,63.1,59.0,6.34,6.31,3.99,928.36
24942,0.34,Ideal,H,VVS1,61.6,53.0,4.5,4.52,2.78,662.14
24943,1.11,Premium,I,SI2,61.8,58.0,6.61,6.66,4.1,832.36
24944,0.36,Premium,D,SI2,60.0,58.0,4.58,4.62,2.76,628.6
24945,1.58,Premium,F,SI2,60.7,60.0,7.54,7.51,4.57,885.22
24946,0.35,Very Good,F,VS1,61.9,56.0,4.5,4.53,2.79,663.33
24947,1.07,Premium,F,SI2,62.0,58.0,6.57,6.52,4.06,845.53
24948,0.32,Premium,E,VS2,60.5,58.0,4.48,4.44,2.7,680.24
24949,0.31,Ideal,H,SI1,62.4,55.0,4.31,4.35,2.7,613.99
24950,0.34,Premium,E,SI1,60.7,60.0,4.51,4.48,2.73,663.99
24951,1.03,Premium,E,VS2,60.0,59.0,6.6,6.54,3.94,877.34
24952,0.31,Premium,F,VS2,62.4,58.0,4.31,4.34,2.7,643.78
24953,1.52,Ideal,D,SI1,60.6,58.0,7.46,7.4,4.51,957.68
24954,1.06,Ideal,G,VS1,62.3,55.0,6.5,6.53,4.06,904.2
24955,1.51,Ideal,H,SI1,62.3,54.0,7.37,7.33,4.58,932.04
24956,1.0,Very Good,E,SI1,61.7,57.0,6.34,6.47,3.95,856.39
24957,0.46,Ideal,J,VS2,61.4,56.0,4.96,5.0,3.06,661.47
24958,0.71,Ideal,G,VS1,60.9,56.6,5.75,5.79,3.52,804.65
24959,1.0,Very Good,F,SI2,63.5,55.0,6.37,6.32,4.03,825.79
24960,1.01,Fair,G,VS2,68.9,60.0,6.06,6.02,4.17,857.43
24961,1.54,Good,I,SI2,57.9,62.0,7.63,7.5,4.38,869.77
24962,0.3,Ideal,I,IF,62.5,56.0,4.26,4.28,2.67,642.16
24963,0.39,Very Good,F,VVS2,63.3,56.0,4.63,4.66,2.94,685.01
24964,2.29,Ideal,J,SI2,62.8,56.0,8.36,8.39,5.25,958.19
24965,2.01,Premium,J,SI2,60.8,58.0,8.19,8.13,4.96,939.67
24966,0.4,Very Good,H,VS1,62.6,58.0,4.68,4.71,2.94,669.33
24967,0.71,Premium,H,IF,62.9,60.0,5.74,5.67,3.59,811.64
24968,0.7,Fair,E,SI1,65.1,56.0,5.49,5.41,3.55,766.15
24969,1.02,Premium,E,SI2,59.9,58.0,6.6,6.55,3.94,840.69
24970,0.56,Premium,G,VS1,62.4,58.0,5.22,5.3,3.28,750.6
24971,0.7,Premium,E,VS2,60.9,59.0,5.71,5.68,3.47,789.99
24972,0.33,Ideal,H,IF,61.6,55.0,4.44,4.47,2.74,670.93
24973,0.61,Ideal,F,VS1,61.9,57.0,5.42,5.46,3.37,771.69
24974,1.01,Fair,F,SI1,66.8,60.0,6.21,6.13,4.12,829.18
24975,0.97,Premium,E,SI1,61.0,61.0,6.32,6.28,3.84,850.0
24976,0.52,Ideal,H,IF,62.1,57.0,5.13,5.16,3.19,757.87
24977,0.8,Very Good,I,VS2,62.0,58.0,5.86,5.95,3.66,794.91
24978,1.23,Premium,D,SI2,58.0,59.0,7.02,6.97,4.06,840.51
24979,0.41,Ideal,D,VS2,61.9,56.0,4.8,4.77,2.96,698.1
24980,0.34,Ideal,E,SI1,60.4,57.0,4.53,4.55,2.74,658.34
24981,1.2,Very Good,I,SI1,63.3,57.0,6.7,6.66,4.23,845.62
24982,1.01,Premium,F,I1,62.6,57.0,6.42,6.3,3.99,772.18
24983,1.05,Ideal,F,VVS2,61.9,57.0,6.52,6.5,4.03,910.85
24984,0.53,Ideal,I,VS1,61.6,55.0,5.21,5.25,3.22,714.12
24985,0.32,Ideal,G,SI2,62.5,57.0,4.35,4.38,2.73,604.26
24986,1.52,Premium,F,SI2,62.3,59.0,7.37,7.33,4.58,902.91
24987,1.2,Ideal,D,SI1,61.1,56.0,6.86,6.89,4.2,913.96
24988,1.01,Premium,D,SI1,58.1,61.0,6.66,6.59,3.85,854.62
24989,1.25,Ideal,F,VS1,61.7,56.0,6.93,6.92,4.27,920.99
24990,0.34,Ideal,D,VS2,60.6,57.0,4.53,4.51,2.74,694.02
24991,0.58,Fair,E,SI1,64.4,57.0,5.26,5.24,3.38,740.31
24992,0.91,Very Good,F,VS2,63.4,55.0,6.22,6.18,3.93,839.71
24993,0.32,Ideal,G,SI1,61.3,57.0,4.42,4.45,2.72,613.34
24994,0.43,Ideal,H,SI1,62.1,57.0,4.77,4.83,2.98,650.58
24995,0.83,Ideal,E,VS1,62.2,56.0,5.99,6.03,3.74,854.69
24996,1.2,Very Good,I,SI2,61.9,59.0,6.77,6.84,4.21,840.18
24997,0.61,Ideal,G,VS1,62.4,55.0,5.39,5.44,3.38,768.57
24998,0.7,Ideal,G,VVS1,61.6,57.0,5.69,5.73,3.52,823.3
24999,1.14,Premium,H,VS2,60.2,58.0,6.74,6.81,4.08,869.72
25000,0.32,Ideal,G,VVS1,61.1,57.0,4.41,4.43,2.7,673.58
25001,0.33,Ideal,G,IF,61.7,55.0,4.47,4.45,2.75,695.84
25002,0.9,Premium,G,SI1,62.6,62.0,6.08,6.06,3.8,820.77
25003,0.3,Very Good,G,SI1,61.4,57.0,4.31,4.35,2.66,610.26
25004,0.52,Premium,F,SI2,61.7,58.0,5.12,5.16,3.17,701.3
25005,0.37,Premium,D,SI1,60.4,59.0,4.62,4.68,2.81,652.36
25006,0.9,Very Good,E,SI2,63.4,56.0,6.15,5.99,3.85,806.68
25007,0.41,Good,G,SI2,63.7,55.0,4.7,4.75,3.01,634.56
25008,0.5,Good,E,SI2,63.7,55.0,5.03,5.08,3.22,698.19
25009,0.9,Premium,F,SI1,63.0,60.0,6.13,6.09,3.85,833.28
25010,1.64,Premium,E,SI2,61.9,61.0,7.54,7.51,4.66,908.65
25011,0.53,Ideal,D,SI1,61.2,57.0,5.24,5.19,3.19,744.19
25012,0.72,Ideal,F,SI1,62.4,57.0,5.71,5.74,3.57,782.96
25013,1.21,Ideal,F,SI1,62.3,55.7,6.8,6.85,4.25,892.88
25014,1.19,Very Good,E,VS2,59.2,60.0,6.93,6.95,4.11,887.51
25015,1.66,Premium,J,SI1,60.7,58.0,7.72,7.63,4.66,904.63
25016,0.91,Good,G,SI1,63.1,63.0,6.11,6.16,3.87,816.22
25017,0.4,Very Good,G,VVS2,61.6,58.0,4.73,4.78,2.93,682.98
25018,0.52,Ideal,E,VVS1,61.8,55.0,5.2,5.19,3.21,804.72
25019,1.03,Ideal,H,SI2,62.4,57.0,6.43,6.36,4.0,806.21
25020,0.54,Ideal,D,VVS1,61.4,58.0,5.28,5.25,3.23,805.17
25021,0.63,Ideal,J,SI1,61.8,56.0,5.47,5.52,3.39,735.56
25022,0.38,Very Good,E,VVS2,61.8,56.0,4.66,4.68,2.88,690.78
25023,0.7,Fair,F,VS1,67.8,60.0,5.5,5.39,3.69,777.53
25024,1.01,Good,H,SI1,60.3,64.0,6.52,6.49,3.92,837.1
25025,0.9,Good,G,SI1,63.8,59.0,6.05,6.08,3.87,822.52
25026,0.27,Ideal,F,IF,61.8,55.0,4.14,4.21,2.57,663.33
25027,1.11,Ideal,G,VS2,61.2,56.0,6.68,6.65,4.08,885.11
25028,1.01,Very Good,E,SI1,62.4,58.0,6.36,6.4,3.99,856.2
25029,1.52,Very Good,H,SI1,62.5,58.0,7.28,7.34,4.57,922.47
25030,0.7,Good,E,SI2,59.9,57.0,5.75,5.8,3.46,761.38
25031,1.01,Ideal,I,SI1,62.2,56.0,6.35,6.42,3.97,837.01
25032,0.3,Good,J,SI1,63.8,56.0,4.26,4.23,2.71,610.92
25033,0.32,Premium,H,VS2,59.5,58.0,4.47,4.5,2.67,622.46
25034,1.21,Ideal,J,SI1,62.7,55.2,6.79,6.84,4.27,859.23
25035,0.7,Fair,G,VS1,57.1,62.0,5.89,5.94,3.38,784.5
25036,0.35,Premium,I,VS2,62.9,57.0,4.53,4.5,2.84,644.57
25037,1.21,Ideal,H,SI1,62.2,54.0,6.8,6.86,4.25,883.58
25038,1.54,Ideal,G,I1,61.6,55.0,7.4,7.43,4.57,873.0
25039,0.54,Ideal,D,VS2,61.1,56.0,5.25,5.29,3.22,754.54
25040,0.71,Ideal,D,SI1,61.9,59.0,5.69,5.72,3.53,792.44
25041,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,863.78
25042,0.3,Premium,G,VS1,62.1,60.0,4.3,4.24,2.65,665.42
25043,1.08,Ideal,G,SI1,61.8,56.0,6.55,6.58,4.06,856.71
25044,0.33,Ideal,G,VVS2,61.7,55.0,4.42,4.46,2.74,662.27
25045,1.07,Very Good,F,SI2,59.4,60.0,6.68,6.75,3.99,842.33
25046,0.43,Premium,G,VVS1,62.2,58.0,4.83,4.78,2.99,714.2
25047,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,779.15
25048,1.01,Very Good,G,VVS2,59.7,59.0,6.5,6.56,3.9,888.54
25049,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,950.12
25050,1.16,Ideal,I,SI2,62.6,56.0,6.68,6.73,4.2,840.69
25051,0.38,Ideal,H,VVS1,61.2,57.0,4.65,4.67,2.85,680.57
25052,1.52,Premium,G,VS2,62.8,60.0,7.26,7.22,4.55,953.01
25053,0.37,Premium,I,VVS1,62.4,58.0,4.55,4.58,2.85,652.36
25054,0.5,Good,D,SI2,63.2,56.0,5.01,5.05,3.18,705.36
25055,0.52,Ideal,D,VS2,62.3,56.0,5.16,5.11,3.2,755.96
25056,0.31,Premium,G,VS1,62.4,59.0,4.34,4.32,2.7,668.71
25057,1.0,Good,E,SI1,61.6,62.0,6.35,6.42,3.93,866.29
25058,1.04,Premium,F,VS2,60.1,59.0,6.61,6.56,3.96,877.31
25059,1.51,Very Good,H,VVS1,61.5,58.0,7.3,7.39,4.52,947.12
25060,1.6,Ideal,F,VS1,60.5,57.0,7.6,7.63,4.61,982.94
25061,1.65,Ideal,H,SI2,61.6,55.0,7.58,7.62,4.68,924.46
25062,0.5,Good,F,SI2,63.5,58.0,4.98,5.03,3.18,690.48
25063,1.01,Very Good,D,SI2,63.4,57.0,6.4,6.31,4.03,840.56
25064,1.34,Premium,H,VS2,62.3,60.0,7.05,7.02,4.38,893.98
25065,0.3,Very Good,H,VVS1,63.1,54.0,4.34,4.28,2.72,670.81
25066,0.78,Premium,F,VS2,62.6,58.0,5.91,5.82,3.67,796.35
25067,0.79,Very Good,F,SI1,61.5,58.0,5.94,5.97,3.66,802.19
25068,1.01,Premium,I,SI1,62.7,58.0,6.4,6.33,3.99,811.28
25069,0.53,Ideal,G,VS1,61.9,56.0,5.17,5.2,3.21,745.07
25070,0.74,Ideal,E,SI1,61.7,56.0,5.84,5.8,3.59,792.98
25071,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,754.91
25072,0.81,Good,E,I1,64.1,59.0,5.89,5.85,3.76,786.63
25073,0.72,Premium,E,SI2,62.6,59.0,5.74,5.7,3.58,777.32
25074,0.71,Ideal,D,VS1,60.9,58.0,5.72,5.78,3.5,822.04
25075,0.72,Premium,G,SI2,62.7,57.0,5.74,5.7,3.59,747.53
25076,0.8,Very Good,G,SI1,62.1,56.0,6.01,5.85,3.68,802.98
25077,1.25,Very Good,I,SI1,58.9,58.0,7.04,7.08,4.16,861.25
25078,0.34,Ideal,F,VS2,62.1,56.0,4.51,4.47,2.79,677.99
25079,0.54,Very Good,F,VS2,59.4,57.0,5.29,5.35,3.16,741.58
25080,0.52,Ideal,D,VS2,61.8,57.0,5.16,5.2,3.2,746.85
25081,0.33,Very Good,F,SI2,63.0,58.0,4.4,4.42,2.78,607.3
25082,0.51,Very Good,E,VS2,62.8,56.0,5.11,5.14,3.22,738.52
25083,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.22,3.25,714.91
25084,0.81,Premium,I,SI2,61.5,60.0,5.94,5.9,3.64,748.77
25085,0.33,Very Good,E,VS2,60.6,58.0,4.45,4.49,2.71,651.47
25086,0.57,Ideal,I,IF,61.0,55.0,5.38,5.41,3.29,748.38
25087,2.02,Premium,H,VS2,60.8,62.0,8.17,8.12,4.95,980.96
25088,1.5,Ideal,G,VS2,62.2,58.0,7.31,7.29,4.54,947.65
25089,1.04,Very Good,J,VS2,59.5,59.0,6.59,6.66,3.94,840.09
25090,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,762.9
25091,0.9,Very Good,F,VS2,61.6,63.0,6.13,6.17,3.79,843.75
25092,0.51,Ideal,G,VS1,62.2,55.0,5.11,5.14,3.19,741.22
25093,1.01,Premium,D,SI1,61.7,59.0,6.4,6.43,3.96,855.83
25094,0.91,Premium,E,SI1,61.5,60.0,6.19,6.24,3.82,827.15
25095,0.5,Premium,F,VVS2,61.9,58.0,5.1,5.07,3.15,767.79
25096,0.3,Premium,E,VS2,62.6,58.0,4.26,4.3,2.68,648.92
25097,0.7,Ideal,F,SI1,61.6,55.0,5.72,5.74,3.53,793.95
25098,1.09,Very Good,F,VVS1,61.4,58.0,6.6,6.65,4.07,925.56
25099,0.32,Ideal,J,IF,62.2,56.0,4.37,4.41,2.73,627.85
25100,0.7,Fair,D,SI2,67.8,58.0,5.51,5.44,3.71,747.87
25101,1.3,Premium,I,VS1,62.2,59.0,6.91,6.97,4.32,882.56
25102,0.51,Ideal,F,VVS2,61.7,56.0,5.11,5.13,3.16,769.48
25103,0.52,Ideal,H,SI1,61.7,55.0,5.17,5.21,3.2,712.69
25104,0.3,Good,F,SI1,63.6,55.0,4.33,4.28,2.74,646.3
25105,0.41,Very Good,D,VVS2,62.5,54.0,4.79,4.81,3.0,705.62
25106,0.3,Ideal,G,VS1,60.4,55.0,4.38,4.41,2.66,645.68
25107,0.26,Ideal,G,VVS2,61.4,56.0,4.11,4.14,2.53,630.08
25108,1.0,Very Good,G,VS2,62.8,62.0,6.28,6.33,3.96,876.19
25109,1.74,Ideal,J,SI1,62.1,54.0,7.73,7.69,4.79,912.78
25110,0.25,Premium,E,VS2,59.7,61.0,4.1,4.08,2.44,626.34
25111,0.53,Good,E,VS2,58.6,62.0,5.26,5.32,3.1,725.98
25112,0.4,Very Good,G,SI1,61.1,61.0,4.7,4.76,2.89,655.39
25113,1.68,Very Good,G,VS2,62.7,58.0,7.51,7.54,4.72,956.04
25114,0.4,Good,E,VS1,63.8,57.0,4.72,4.69,3.0,703.7
25115,1.06,Ideal,G,VS2,61.1,57.0,6.56,6.59,4.02,878.69
25116,0.7,Good,D,VS2,63.9,58.0,5.58,5.62,3.58,803.5
25117,1.01,Good,G,SI1,63.2,55.0,6.32,6.4,4.02,837.24
25118,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,922.01
25119,0.9,Good,E,SI1,63.8,56.0,6.12,6.05,3.88,824.28
25120,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,738.65
25121,0.32,Premium,E,I1,60.9,58.0,4.38,4.42,2.68,584.35
25122,0.71,Ideal,E,VVS1,62.3,55.0,5.68,5.72,3.55,835.02
25123,1.01,Very Good,H,VS1,62.0,60.0,6.43,6.38,3.97,862.93
25124,0.72,Premium,D,SI1,60.5,57.0,5.89,5.85,3.55,802.22
25125,0.61,Ideal,E,VS2,61.3,55.0,5.48,5.45,3.35,777.19
25126,1.0,Very Good,H,VS2,63.3,62.0,6.37,6.29,4.01,844.51
25127,0.45,Ideal,I,VS1,62.1,55.0,4.9,4.92,3.05,671.54
25128,0.4,Ideal,D,VS2,62.8,56.0,4.66,4.7,2.94,682.22
25129,0.44,Ideal,D,VS1,62.3,55.0,4.84,4.88,3.03,711.88
25130,0.72,Ideal,F,VS1,62.5,54.0,5.73,5.76,3.59,811.07
25131,0.27,Ideal,F,VS1,61.7,57.0,4.15,4.18,2.57,635.78
25132,0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18,741.94
25133,0.5,Very Good,E,VS2,61.4,59.0,5.09,5.13,3.14,739.26
25134,0.3,Ideal,G,IF,62.1,55.0,4.32,4.34,2.69,676.04
25135,1.0,Good,F,SI2,63.6,62.0,6.25,6.2,3.96,809.1
25136,0.3,Ideal,J,IF,61.5,56.0,4.32,4.33,2.66,619.24
25137,2.01,Ideal,E,SI2,62.2,57.0,8.04,8.09,5.02,978.06
